filename,resolution,bitdepth,format,number
0180.yuv,2040x1360,8,yuv420p,1
0718.yuv,2040x1360,8,yuv420p,1
0788.yuv,2040x1360,8,yuv420p,1
0729.yuv,2040x1360,8,yuv420p,1
0646.yuv,2040x1480,8,yuv420p,1
0168.yuv,2040x1360,8,yuv420p,1
0771.yuv,2040x1360,8,yuv420p,1
0602.yuv,2040x1360,8,yuv420p,1
0489.yuv,2040x1536,8,yuv420p,1
0087.yuv,2040x1360,8,yuv420p,1
0234.yuv,2040x1360,8,yuv420p,1
0544.yuv,2040x1360,8,yuv420p,1
0404.yuv,2040x1632,8,yuv420p,1
0649.yuv,2040x1536,8,yuv420p,1
0209.yuv,2040x1360,8,yuv420p,1
0370.yuv,2040x1360,8,yuv420p,1
0141.yuv,2040x1360,8,yuv420p,1
0767.yuv,2040x1576,8,yuv420p,1
0272.yuv,2040x1192,8,yuv420p,1
0504.yuv,2040x1360,8,yuv420p,1
0493.yuv,2040x1360,8,yuv420p,1
0556.yuv,2040x1360,8,yuv420p,1
0284.yuv,2040x1360,8,yuv420p,1
0326.yuv,2040x1360,8,yuv420p,1
0122.yuv,2040x960,8,yuv420p,1
0230.yuv,2040x1392,8,yuv420p,1
0455.yuv,2040x1128,8,yuv420p,1
0578.yuv,2040x1248,8,yuv420p,1
0644.yuv,2040x1360,8,yuv420p,1
0155.yuv,2040x2040,8,yuv420p,1
0159.yuv,2040x1360,8,yuv420p,1
0540.yuv,2040x1360,8,yuv420p,1
0249.yuv,2040x1360,8,yuv420p,1
0349.yuv,2040x1392,8,yuv420p,1
0569.yuv,2040x1360,8,yuv420p,1
0443.yuv,2040x1360,8,yuv420p,1
0759.yuv,2040x1360,8,yuv420p,1
0375.yuv,1360x2040,8,yuv420p,1
0441.yuv,2040x1192,8,yuv420p,1
0507.yuv,2040x1360,8,yuv420p,1
0397.yuv,2040x1264,8,yuv420p,1
0425.yuv,2040x1360,8,yuv420p,1
0704.yuv,2040x1360,8,yuv420p,1
0297.yuv,2040x1344,8,yuv420p,1
0495.yuv,2040x1360,8,yuv420p,1
0531.yuv,2040x1536,8,yuv420p,1
0555.yuv,2040x1360,8,yuv420p,1
0405.yuv,2040x1360,8,yuv420p,1
0238.yuv,1296x2040,8,yuv420p,1
0609.yuv,2040x1360,8,yuv420p,1
0708.yuv,2040x1360,8,yuv420p,1
0492.yuv,2040x1360,8,yuv420p,1
0737.yuv,2040x1360,8,yuv420p,1
0527.yuv,2040x1048,8,yuv420p,1
0732.yuv,2040x1536,8,yuv420p,1
0077.yuv,2040x1360,8,yuv420p,1
0776.yuv,2040x1536,8,yuv420p,1
0764.yuv,2040x1344,8,yuv420p,1
0244.yuv,2040x1536,8,yuv420p,1
0650.yuv,2040x1456,8,yuv420p,1
0629.yuv,2040x1464,8,yuv420p,1
0154.yuv,2040x1360,8,yuv420p,1
0526.yuv,2040x1360,8,yuv420p,1
0677.yuv,2040x1384,8,yuv420p,1
0487.yuv,2040x1360,8,yuv420p,1
0363.yuv,2040x1360,8,yuv420p,1
0534.yuv,2040x1224,8,yuv420p,1
0082.yuv,2040x1216,8,yuv420p,1
0481.yuv,2040x1368,8,yuv420p,1
0730.yuv,2040x1360,8,yuv420p,1
0047.yuv,2040x1360,8,yuv420p,1
0057.yuv,2040x1360,8,yuv420p,1
0607.yuv,2040x1360,8,yuv420p,1
0576.yuv,2040x1360,8,yuv420p,1
0568.yuv,1824x2040,8,yuv420p,1
0501.yuv,2040x1360,8,yuv420p,1
0302.yuv,2040x1360,8,yuv420p,1
0447.yuv,2040x1696,8,yuv420p,1
0604.yuv,2040x1360,8,yuv420p,1
0032.yuv,2040x1360,8,yuv420p,1
0683.yuv,2040x1360,8,yuv420p,1
0124.yuv,1360x2040,8,yuv420p,1
0347.yuv,2040x1800,8,yuv420p,1
0350.yuv,1120x2040,8,yuv420p,1
0505.yuv,2040x1144,8,yuv420p,1
0002.yuv,2040x1848,8,yuv420p,1
0794.yuv,2040x1272,8,yuv420p,1
0437.yuv,2040x648,8,yuv420p,1
0396.yuv,2040x1360,8,yuv420p,1
0013.yuv,2040x1368,8,yuv420p,1
0128.yuv,2040x1288,8,yuv420p,1
0430.yuv,2040x1368,8,yuv420p,1
0185.yuv,2040x1152,8,yuv420p,1
0473.yuv,2040x1360,8,yuv420p,1
0685.yuv,2040x1080,8,yuv420p,1
0739.yuv,2040x1360,8,yuv420p,1
0743.yuv,2040x1360,8,yuv420p,1
0651.yuv,2040x1224,8,yuv420p,1
0460.yuv,1944x2040,8,yuv420p,1
0014.yuv,1360x2040,8,yuv420p,1
0596.yuv,2040x1360,8,yuv420p,1
0563.yuv,2040x1360,8,yuv420p,1
0314.yuv,2040x1360,8,yuv420p,1
0369.yuv,2040x1360,8,yuv420p,1
0074.yuv,2040x1360,8,yuv420p,1
0522.yuv,1360x2040,8,yuv420p,1
0206.yuv,2040x1360,8,yuv420p,1
0398.yuv,2040x1360,8,yuv420p,1
0424.yuv,2040x1360,8,yuv420p,1
0307.yuv,2040x1360,8,yuv420p,1
0445.yuv,2040x1360,8,yuv420p,1
0268.yuv,2040x1360,8,yuv420p,1
0371.yuv,2040x1360,8,yuv420p,1
0570.yuv,2040x1360,8,yuv420p,1
0610.yuv,2040x1440,8,yuv420p,1
0442.yuv,2040x1360,8,yuv420p,1
0475.yuv,2040x1360,8,yuv420p,1
0095.yuv,2040x1360,8,yuv420p,1
0416.yuv,2040x1360,8,yuv420p,1
0336.yuv,2040x1360,8,yuv420p,1
0273.yuv,2040x1360,8,yuv420p,1
0660.yuv,2040x1360,8,yuv420p,1
0207.yuv,2040x1360,8,yuv420p,1
0378.yuv,2040x1536,8,yuv420p,1
0228.yuv,2040x1360,8,yuv420p,1
0265.yuv,2040x1360,8,yuv420p,1
0658.yuv,2040x1360,8,yuv420p,1
0728.yuv,2040x1368,8,yuv420p,1
0360.yuv,2040x2008,8,yuv420p,1
0457.yuv,1168x2040,8,yuv420p,1
0106.yuv,2040x1152,8,yuv420p,1
0186.yuv,2040x1360,8,yuv420p,1
0352.yuv,2040x888,8,yuv420p,1
0196.yuv,2040x1360,8,yuv420p,1
0251.yuv,2040x1360,8,yuv420p,1
0775.yuv,2040x1360,8,yuv420p,1
0224.yuv,2040x1360,8,yuv420p,1
0717.yuv,2040x1360,8,yuv420p,1
0285.yuv,1240x2040,8,yuv420p,1
0499.yuv,2040x1360,8,yuv420p,1
0736.yuv,2040x1456,8,yuv420p,1
0605.yuv,2040x1432,8,yuv420p,1
0033.yuv,2040x1360,8,yuv420p,1
0210.yuv,2040x1360,8,yuv420p,1
0361.yuv,1536x2040,8,yuv420p,1
0402.yuv,2040x1360,8,yuv420p,1
0076.yuv,2040x1576,8,yuv420p,1
0176.yuv,2040x1648,8,yuv420p,1
0471.yuv,2040x1360,8,yuv420p,1
0156.yuv,2040x1360,8,yuv420p,1
0669.yuv,2040x1536,8,yuv420p,1
0427.yuv,2040x1360,8,yuv420p,1
0134.yuv,1776x2040,8,yuv420p,1
0217.yuv,2040x2040,8,yuv420p,1
0490.yuv,2040x1360,8,yuv420p,1
0162.yuv,1368x2040,8,yuv420p,1
0103.yuv,2040x1144,8,yuv420p,1
0058.yuv,2040x1360,8,yuv420p,1
0111.yuv,2040x1360,8,yuv420p,1
0043.yuv,2040x1360,8,yuv420p,1
0253.yuv,2040x1360,8,yuv420p,1
0324.yuv,1360x2040,8,yuv420p,1
0123.yuv,2040x1536,8,yuv420p,1
0121.yuv,2040x1360,8,yuv420p,1
0114.yuv,1368x2040,8,yuv420p,1
0204.yuv,2040x1264,8,yuv420p,1
0237.yuv,2040x1144,8,yuv420p,1
0508.yuv,1368x2040,8,yuv420p,1
0365.yuv,2040x1216,8,yuv420p,1
0423.yuv,2040x1360,8,yuv420p,1
0308.yuv,2040x1360,8,yuv420p,1
0452.yuv,2040x1432,8,yuv420p,1
0567.yuv,2040x1360,8,yuv420p,1
0050.yuv,2040x1360,8,yuv420p,1
0793.yuv,2040x1488,8,yuv420p,1
0145.yuv,2040x736,8,yuv420p,1
0408.yuv,2040x1464,8,yuv420p,1
0483.yuv,2040x1360,8,yuv420p,1
0614.yuv,1360x2040,8,yuv420p,1
0738.yuv,2040x1360,8,yuv420p,1
0045.yuv,2040x1144,8,yuv420p,1
0132.yuv,2040x1296,8,yuv420p,1
0387.yuv,2040x976,8,yuv420p,1
0310.yuv,2040x1360,8,yuv420p,1
0543.yuv,1360x2040,8,yuv420p,1
0751.yuv,2040x1360,8,yuv420p,1
0184.yuv,2040x1360,8,yuv420p,1
0291.yuv,2040x1264,8,yuv420p,1
0611.yuv,2040x1360,8,yuv420p,1
0160.yuv,2040x1360,8,yuv420p,1
0056.yuv,2040x1384,8,yuv420p,1
0703.yuv,1360x2040,8,yuv420p,1
0580.yuv,2040x1344,8,yuv420p,1
0338.yuv,2040x1360,8,yuv420p,1
0083.yuv,2040x1168,8,yuv420p,1
0515.yuv,2040x1360,8,yuv420p,1
0719.yuv,2040x1360,8,yuv420p,1
0433.yuv,2040x1360,8,yuv420p,1
0785.yuv,2040x1224,8,yuv420p,1
0304.yuv,2040x1224,8,yuv420p,1
0167.yuv,1360x2040,8,yuv420p,1
0777.yuv,2040x1536,8,yuv420p,1
0496.yuv,2040x1360,8,yuv420p,1
0521.yuv,1368x2040,8,yuv420p,1
0420.yuv,1536x2040,8,yuv420p,1
0203.yuv,2040x1360,8,yuv420p,1
0482.yuv,2040x1488,8,yuv420p,1
0533.yuv,2040x1360,8,yuv420p,1
0720.yuv,2040x1360,8,yuv420p,1
0757.yuv,1432x2040,8,yuv420p,1
0317.yuv,2040x1360,8,yuv420p,1
0181.yuv,2040x1536,8,yuv420p,1
0458.yuv,2040x1360,8,yuv420p,1
0562.yuv,2040x1360,8,yuv420p,1
0021.yuv,2040x768,8,yuv420p,1
0712.yuv,2040x1792,8,yuv420p,1
0255.yuv,2040x1360,8,yuv420p,1
0654.yuv,2040x1344,8,yuv420p,1
0271.yuv,2040x1536,8,yuv420p,1
0245.yuv,2040x1536,8,yuv420p,1
0450.yuv,2040x2040,8,yuv420p,1
0046.yuv,1360x2040,8,yuv420p,1
0517.yuv,2040x1536,8,yuv420p,1
0665.yuv,2040x1360,8,yuv420p,1
0795.yuv,2040x1152,8,yuv420p,1
0382.yuv,2040x1360,8,yuv420p,1
0721.yuv,2040x1360,8,yuv420p,1
0731.yuv,2040x1360,8,yuv420p,1
0315.yuv,2040x1200,8,yuv420p,1
0097.yuv,2040x1192,8,yuv420p,1
0010.yuv,2040x1648,8,yuv420p,1
0411.yuv,2040x1264,8,yuv420p,1
0413.yuv,2040x1368,8,yuv420p,1
0068.yuv,2040x1384,8,yuv420p,1
0342.yuv,2040x1360,8,yuv420p,1
0524.yuv,2040x1360,8,yuv420p,1
0514.yuv,2040x1368,8,yuv420p,1
0388.yuv,2040x1360,8,yuv420p,1
0787.yuv,2040x1360,8,yuv420p,1
0642.yuv,2040x1360,8,yuv420p,1
0079.yuv,2040x1360,8,yuv420p,1
0005.yuv,1608x2040,8,yuv420p,1
0746.yuv,2040x1360,8,yuv420p,1
0215.yuv,2040x1560,8,yuv420p,1
0546.yuv,2040x1536,8,yuv420p,1
0266.yuv,2040x1360,8,yuv420p,1
0633.yuv,2040x1360,8,yuv420p,1
0117.yuv,2040x1360,8,yuv420p,1
0582.yuv,2040x1360,8,yuv420p,1
0799.yuv,2040x1360,8,yuv420p,1
0092.yuv,2040x1152,8,yuv420p,1
0701.yuv,2040x1344,8,yuv420p,1
0024.yuv,2040x1360,8,yuv420p,1
0553.yuv,2040x1360,8,yuv420p,1
0351.yuv,2040x1360,8,yuv420p,1
0421.yuv,1528x2040,8,yuv420p,1
0664.yuv,2040x1632,8,yuv420p,1
0029.yuv,2040x1360,8,yuv420p,1
0075.yuv,2040x1360,8,yuv420p,1
0643.yuv,2040x1536,8,yuv420p,1
0440.yuv,2040x1360,8,yuv420p,1
0560.yuv,2040x1096,8,yuv420p,1
0532.yuv,1360x2040,8,yuv420p,1
0593.yuv,2040x1360,8,yuv420p,1
0598.yuv,2040x1360,8,yuv420p,1
0258.yuv,2040x1360,8,yuv420p,1
0707.yuv,2040x1360,8,yuv420p,1
0539.yuv,2040x1368,8,yuv420p,1
0674.yuv,2040x1360,8,yuv420p,1
0277.yuv,2040x1360,8,yuv420p,1
0327.yuv,2040x1152,8,yuv420p,1
0601.yuv,2040x1360,8,yuv420p,1
0474.yuv,2040x1360,8,yuv420p,1
0503.yuv,2040x1360,8,yuv420p,1
0762.yuv,2040x1296,8,yuv420p,1
0715.yuv,2040x1336,8,yuv420p,1
0175.yuv,2040x1072,8,yuv420p,1
0407.yuv,2040x1360,8,yuv420p,1
0372.yuv,2040x1144,8,yuv420p,1
0537.yuv,2040x1360,8,yuv420p,1
0559.yuv,2040x1536,8,yuv420p,1
0214.yuv,2040x1360,8,yuv420p,1
0780.yuv,2040x1360,8,yuv420p,1
0104.yuv,2040x1320,8,yuv420p,1
0513.yuv,2040x2040,8,yuv420p,1
0689.yuv,2040x1360,8,yuv420p,1
0330.yuv,2040x1144,8,yuv420p,1
0545.yuv,1992x2040,8,yuv420p,1
0672.yuv,2040x1312,8,yuv420p,1
0177.yuv,2040x1360,8,yuv420p,1
0519.yuv,2040x1360,8,yuv420p,1
0003.yuv,2040x1360,8,yuv420p,1
0418.yuv,2040x1360,8,yuv420p,1
0506.yuv,2040x1360,8,yuv420p,1
0170.yuv,2040x1152,8,yuv420p,1
0476.yuv,2040x1456,8,yuv420p,1
0758.yuv,2040x1360,8,yuv420p,1
0733.yuv,2040x1312,8,yuv420p,1
0049.yuv,2040x1360,8,yuv420p,1
0554.yuv,2040x1336,8,yuv420p,1
0015.yuv,2040x1360,8,yuv420p,1
0786.yuv,2040x1360,8,yuv420p,1
0766.yuv,2040x1360,8,yuv420p,1
0768.yuv,2040x1360,8,yuv420p,1
0628.yuv,1632x2040,8,yuv420p,1
0687.yuv,2040x1536,8,yuv420p,1
0734.yuv,1360x2040,8,yuv420p,1
0749.yuv,2040x1336,8,yuv420p,1
0800.yuv,2040x1336,8,yuv420p,1
0263.yuv,2040x1336,8,yuv420p,1
0289.yuv,1360x2040,8,yuv420p,1
0171.yuv,2040x1536,8,yuv420p,1
0585.yuv,2040x1248,8,yuv420p,1
0698.yuv,1968x2040,8,yuv420p,1
0392.yuv,2040x1152,8,yuv420p,1
0153.yuv,2040x1360,8,yuv420p,1
0681.yuv,2040x1360,8,yuv420p,1
0586.yuv,1432x2040,8,yuv420p,1
0362.yuv,2040x1464,8,yuv420p,1
0435.yuv,2040x1360,8,yuv420p,1
0359.yuv,2040x1360,8,yuv420p,1
0497.yuv,2040x1360,8,yuv420p,1
0589.yuv,2040x1360,8,yuv420p,1
0071.yuv,1360x2040,8,yuv420p,1
0772.yuv,2040x1360,8,yuv420p,1
0542.yuv,2040x1144,8,yuv420p,1
0248.yuv,2040x1360,8,yuv420p,1
0528.yuv,2040x1536,8,yuv420p,1
0394.yuv,2040x1536,8,yuv420p,1
0059.yuv,1648x2040,8,yuv420p,1
0414.yuv,1360x2040,8,yuv420p,1
0091.yuv,2040x1536,8,yuv420p,1
0688.yuv,2040x1360,8,yuv420p,1
0384.yuv,2040x1360,8,yuv420p,1
0510.yuv,2040x1360,8,yuv420p,1
0321.yuv,2040x1360,8,yuv420p,1
0538.yuv,2040x1360,8,yuv420p,1
0439.yuv,2040x1392,8,yuv420p,1
0797.yuv,2040x1416,8,yuv420p,1
0760.yuv,1360x2040,8,yuv420p,1
0294.yuv,2040x1360,8,yuv420p,1
0218.yuv,2040x1360,8,yuv420p,1
0706.yuv,2040x1368,8,yuv420p,1
0353.yuv,2040x1536,8,yuv420p,1
0312.yuv,1720x2040,8,yuv420p,1
0426.yuv,2040x1168,8,yuv420p,1
0575.yuv,2040x1360,8,yuv420p,1
0357.yuv,2040x1176,8,yuv420p,1
0577.yuv,1344x2040,8,yuv420p,1
0053.yuv,2040x1360,8,yuv420p,1
0343.yuv,2040x1200,8,yuv420p,1
0509.yuv,2040x1368,8,yuv420p,1
0166.yuv,2040x1360,8,yuv420p,1
0301.yuv,2040x1360,8,yuv420p,1
0240.yuv,2040x1840,8,yuv420p,1
0022.yuv,2040x960,8,yuv420p,1
0306.yuv,2040x1360,8,yuv420p,1
0438.yuv,2040x1360,8,yuv420p,1
0309.yuv,2040x1360,8,yuv420p,1
0778.yuv,2040x1360,8,yuv420p,1
0017.yuv,2040x1360,8,yuv420p,1
0011.yuv,2040x1360,8,yuv420p,1
0500.yuv,2040x2040,8,yuv420p,1
0283.yuv,2040x1360,8,yuv420p,1
0529.yuv,2040x1360,8,yuv420p,1
0028.yuv,2040x1992,8,yuv420p,1
0798.yuv,2040x1360,8,yuv420p,1
0696.yuv,1360x2040,8,yuv420p,1
0541.yuv,2040x1368,8,yuv420p,1
0434.yuv,2040x1224,8,yuv420p,1
0374.yuv,1632x2040,8,yuv420p,1
0724.yuv,1360x2040,8,yuv420p,1
0422.yuv,1360x2040,8,yuv420p,1
0225.yuv,2040x1360,8,yuv420p,1
0085.yuv,2040x1360,8,yuv420p,1
0051.yuv,2040x1368,8,yuv420p,1
0634.yuv,2040x1360,8,yuv420p,1
0390.yuv,2040x1312,8,yuv420p,1
0348.yuv,2040x1264,8,yuv420p,1
0231.yuv,2040x1360,8,yuv420p,1
0090.yuv,2040x1360,8,yuv420p,1
0241.yuv,2040x1360,8,yuv420p,1
0282.yuv,2040x1360,8,yuv420p,1
0100.yuv,2040x1360,8,yuv420p,1
0080.yuv,2040x1336,8,yuv420p,1
0572.yuv,2040x1360,8,yuv420p,1
0213.yuv,2040x1360,8,yuv420p,1
0288.yuv,2040x1360,8,yuv420p,1
0516.yuv,2040x1536,8,yuv420p,1
0242.yuv,2040x1360,8,yuv420p,1
0709.yuv,2040x1360,8,yuv420p,1
0583.yuv,2040x1192,8,yuv420p,1
0142.yuv,2040x1360,8,yuv420p,1
0618.yuv,2040x1360,8,yuv420p,1
0682.yuv,2040x1368,8,yuv420p,1
0619.yuv,2040x1528,8,yuv420p,1
0376.yuv,2040x1360,8,yuv420p,1
0052.yuv,2040x1360,8,yuv420p,1
0595.yuv,2040x1432,8,yuv420p,1
0627.yuv,2040x864,8,yuv420p,1
0389.yuv,2040x1360,8,yuv420p,1
0796.yuv,2040x1360,8,yuv420p,1
0655.yuv,2040x1360,8,yuv420p,1
0400.yuv,2040x1288,8,yuv420p,1
0197.yuv,2040x1360,8,yuv420p,1
0641.yuv,2040x1360,8,yuv420p,1
0099.yuv,2040x1536,8,yuv420p,1
0695.yuv,2040x1360,8,yuv420p,1
0038.yuv,2040x1224,8,yuv420p,1
0463.yuv,2040x1368,8,yuv420p,1
0472.yuv,2040x1360,8,yuv420p,1
0069.yuv,1248x2040,8,yuv420p,1
0256.yuv,2040x1360,8,yuv420p,1
0784.yuv,2040x1360,8,yuv420p,1
0340.yuv,2040x744,8,yuv420p,1
0782.yuv,1632x2040,8,yuv420p,1
0131.yuv,2040x1360,8,yuv420p,1
0779.yuv,2040x1360,8,yuv420p,1
0023.yuv,2040x1360,8,yuv420p,1
0152.yuv,2040x1360,8,yuv420p,1
0354.yuv,2040x1360,8,yuv420p,1
0691.yuv,2040x1360,8,yuv420p,1
0344.yuv,1360x2040,8,yuv420p,1
0060.yuv,2040x1224,8,yuv420p,1
0246.yuv,1360x2040,8,yuv420p,1
0036.yuv,2040x1536,8,yuv420p,1
0484.yuv,2040x1360,8,yuv420p,1
0626.yuv,2040x1360,8,yuv420p,1
0034.yuv,2040x1360,8,yuv420p,1
0550.yuv,2040x1224,8,yuv420p,1
0191.yuv,2040x1152,8,yuv420p,1
0007.yuv,2040x1360,8,yuv420p,1
0769.yuv,2040x1360,8,yuv420p,1
0275.yuv,2040x1360,8,yuv420p,1
0012.yuv,2040x1360,8,yuv420p,1
0252.yuv,2040x1360,8,yuv420p,1
0364.yuv,2040x1360,8,yuv420p,1
0502.yuv,2040x1360,8,yuv420p,1
0125.yuv,2040x1360,8,yuv420p,1
0031.yuv,2040x1360,8,yuv420p,1
0673.yuv,2040x1152,8,yuv420p,1
0401.yuv,2040x1360,8,yuv420p,1
0436.yuv,2040x1360,8,yuv420p,1
0702.yuv,2040x1320,8,yuv420p,1
0260.yuv,2040x1360,8,yuv420p,1
0381.yuv,2040x1456,8,yuv420p,1
0459.yuv,2040x1360,8,yuv420p,1
0102.yuv,2040x1368,8,yuv420p,1
0612.yuv,2040x1192,8,yuv420p,1
0333.yuv,2040x1360,8,yuv420p,1
0030.yuv,2040x1272,8,yuv420p,1
0625.yuv,1360x2040,8,yuv420p,1
0063.yuv,2040x1584,8,yuv420p,1
0722.yuv,2040x1360,8,yuv420p,1
0183.yuv,2040x1360,8,yuv420p,1
0454.yuv,2040x1360,8,yuv420p,1
0639.yuv,2040x1360,8,yuv420p,1
0410.yuv,1360x2040,8,yuv420p,1
0322.yuv,2040x1648,8,yuv420p,1
0558.yuv,2040x1360,8,yuv420p,1
0202.yuv,2040x1360,8,yuv420p,1
0086.yuv,2040x1360,8,yuv420p,1
0647.yuv,2040x1360,8,yuv420p,1
0466.yuv,2040x1360,8,yuv420p,1
0485.yuv,2040x1360,8,yuv420p,1
0147.yuv,2040x1656,8,yuv420p,1
0383.yuv,2040x1512,8,yuv420p,1
0571.yuv,2040x1360,8,yuv420p,1
0120.yuv,2040x1360,8,yuv420p,1
0329.yuv,1360x2040,8,yuv420p,1
0606.yuv,2040x1360,8,yuv420p,1
0164.yuv,2040x1360,8,yuv420p,1
0692.yuv,2040x1360,8,yuv420p,1
0089.yuv,1536x2040,8,yuv420p,1
0158.yuv,2040x1224,8,yuv420p,1
0020.yuv,2040x1392,8,yuv420p,1
0135.yuv,2040x1344,8,yuv420p,1
0211.yuv,2040x1360,8,yuv420p,1
0054.yuv,2040x1336,8,yuv420p,1
0679.yuv,2040x1464,8,yuv420p,1
0535.yuv,2040x1288,8,yuv420p,1
0316.yuv,2040x1336,8,yuv420p,1
0467.yuv,1360x2040,8,yuv420p,1
0300.yuv,2040x1320,8,yuv420p,1
0305.yuv,2040x1360,8,yuv420p,1
0212.yuv,2040x1536,8,yuv420p,1
0479.yuv,2040x1360,8,yuv420p,1
0412.yuv,2040x1360,8,yuv420p,1
0630.yuv,2040x1360,8,yuv420p,1
0465.yuv,2040x1152,8,yuv420p,1
0287.yuv,2040x1360,8,yuv420p,1
0742.yuv,2040x1360,8,yuv420p,1
0130.yuv,2040x1360,8,yuv420p,1
0098.yuv,2040x1536,8,yuv420p,1
0254.yuv,2040x1360,8,yuv420p,1
0613.yuv,2040x1584,8,yuv420p,1
0073.yuv,2040x1144,8,yuv420p,1
0403.yuv,2040x1360,8,yuv420p,1
0208.yuv,2040x1360,8,yuv420p,1
0016.yuv,2040x1360,8,yuv420p,1
0399.yuv,1360x2040,8,yuv420p,1
0428.yuv,2040x1360,8,yuv420p,1
0640.yuv,2040x1360,8,yuv420p,1
0067.yuv,2040x1320,8,yuv420p,1
0468.yuv,2040x1360,8,yuv420p,1
0590.yuv,1360x2040,8,yuv420p,1
0187.yuv,2040x1360,8,yuv420p,1
0109.yuv,2040x1360,8,yuv420p,1
0662.yuv,2040x1360,8,yuv420p,1
0464.yuv,2040x1360,8,yuv420p,1
0417.yuv,2040x1360,8,yuv420p,1
0190.yuv,2040x1360,8,yuv420p,1
0189.yuv,2040x1360,8,yuv420p,1
0653.yuv,2040x1584,8,yuv420p,1
0386.yuv,2040x1360,8,yuv420p,1
0328.yuv,2040x1360,8,yuv420p,1
0331.yuv,1360x2040,8,yuv420p,1
0774.yuv,2040x1360,8,yuv420p,1
0600.yuv,2040x1536,8,yuv420p,1
0232.yuv,2040x1360,8,yuv420p,1
0172.yuv,2040x1264,8,yuv420p,1
0295.yuv,2040x1360,8,yuv420p,1
0791.yuv,2040x1360,8,yuv420p,1
0195.yuv,2040x1360,8,yuv420p,1
0756.yuv,2040x1360,8,yuv420p,1
0373.yuv,1360x2040,8,yuv420p,1
0035.yuv,2040x1360,8,yuv420p,1
0286.yuv,2040x1536,8,yuv420p,1
0755.yuv,2040x1360,8,yuv420p,1
0494.yuv,2040x1360,8,yuv420p,1
0663.yuv,2040x1360,8,yuv420p,1
0694.yuv,1360x2040,8,yuv420p,1
0588.yuv,2040x1360,8,yuv420p,1
0093.yuv,2040x1368,8,yuv420p,1
0393.yuv,2040x1360,8,yuv420p,1
0697.yuv,2040x1360,8,yuv420p,1
0078.yuv,2040x1360,8,yuv420p,1
0270.yuv,2040x1360,8,yuv420p,1
0380.yuv,2040x1272,8,yuv420p,1
0188.yuv,2040x1552,8,yuv420p,1
0070.yuv,2040x1360,8,yuv420p,1
0656.yuv,2040x1320,8,yuv420p,1
0115.yuv,2040x1536,8,yuv420p,1
0001.yuv,2040x1408,8,yuv420p,1
0303.yuv,2040x1360,8,yuv420p,1
0281.yuv,2040x1152,8,yuv420p,1
0453.yuv,2040x1536,8,yuv420p,1
0163.yuv,2040x1360,8,yuv420p,1
0222.yuv,2040x1168,8,yuv420p,1
0579.yuv,2040x1152,8,yuv420p,1
0201.yuv,2040x1536,8,yuv420p,1
0753.yuv,2040x1536,8,yuv420p,1
0129.yuv,2040x1360,8,yuv420p,1
0792.yuv,2040x1360,8,yuv420p,1
0226.yuv,2040x1360,8,yuv420p,1
0480.yuv,2040x1360,8,yuv420p,1
0648.yuv,2040x1360,8,yuv420p,1
0478.yuv,2040x1360,8,yuv420p,1
0617.yuv,2040x1360,8,yuv420p,1
0037.yuv,2040x1360,8,yuv420p,1
0042.yuv,2040x1360,8,yuv420p,1
0690.yuv,1360x2040,8,yuv420p,1
0636.yuv,2040x1360,8,yuv420p,1
0409.yuv,2040x1368,8,yuv420p,1
0462.yuv,2040x1360,8,yuv420p,1
0229.yuv,2040x1296,8,yuv420p,1
0267.yuv,2040x1360,8,yuv420p,1
0680.yuv,2040x1216,8,yuv420p,1
0616.yuv,2040x1368,8,yuv420p,1
0705.yuv,2040x1360,8,yuv420p,1
0661.yuv,2040x1296,8,yuv420p,1
0631.yuv,2040x1360,8,yuv420p,1
0511.yuv,2040x1152,8,yuv420p,1
0081.yuv,2040x1360,8,yuv420p,1
0113.yuv,2040x1368,8,yuv420p,1
0040.yuv,2040x1360,8,yuv420p,1
0566.yuv,2040x1368,8,yuv420p,1
0169.yuv,2040x1360,8,yuv420p,1
0622.yuv,2040x1456,8,yuv420p,1
0110.yuv,2040x1360,8,yuv420p,1
0108.yuv,2040x1536,8,yuv420p,1
0066.yuv,2040x1360,8,yuv420p,1
0296.yuv,2040x1360,8,yuv420p,1
0667.yuv,2040x1360,8,yuv420p,1
0491.yuv,2040x1368,8,yuv420p,1
0432.yuv,2040x1360,8,yuv420p,1
0573.yuv,2040x1360,8,yuv420p,1
0748.yuv,2040x1536,8,yuv420p,1
0536.yuv,2040x1360,8,yuv420p,1
0584.yuv,2040x1360,8,yuv420p,1
0126.yuv,2040x1464,8,yuv420p,1
0259.yuv,2040x1296,8,yuv420p,1
0565.yuv,1360x2040,8,yuv420p,1
0335.yuv,2040x1272,8,yuv420p,1
0632.yuv,2040x1360,8,yuv420p,1
0318.yuv,2040x1360,8,yuv420p,1
0549.yuv,2040x1360,8,yuv420p,1
0139.yuv,2040x952,8,yuv420p,1
0675.yuv,2040x1360,8,yuv420p,1
0274.yuv,2040x1360,8,yuv420p,1
0564.yuv,2040x1608,8,yuv420p,1
0486.yuv,2040x1536,8,yuv420p,1
0146.yuv,2040x1360,8,yuv420p,1
0136.yuv,2040x1360,8,yuv420p,1
0008.yuv,2040x1360,8,yuv420p,1
0666.yuv,1480x2040,8,yuv420p,1
0119.yuv,1360x2040,8,yuv420p,1
0243.yuv,2040x784,8,yuv420p,1
