input_image,reference_image,yuv_width,yuv_height,yuv_format,yuv_bitdepth
SRC0872.yuv,SRC0872.yuv,640,480,yuv420p,8
SRC0873.yuv,SRC0873.yuv,640,480,yuv420p,8
SRC0874.yuv,SRC0874.yuv,640,480,yuv420p,8
SRC0875.yuv,SRC0875.yuv,640,480,yuv420p,8
SRC0876.yuv,SRC0876.yuv,640,480,yuv420p,8
SRC0877.yuv,SRC0877.yuv,640,480,yuv420p,8
SRC0878.yuv,SRC0878.yuv,640,480,yuv420p,8
SRC0879.yuv,SRC0879.yuv,640,480,yuv420p,8
SRC0880.yuv,SRC0880.yuv,640,480,yuv420p,8
SRC0881.yuv,SRC0881.yuv,640,480,yuv420p,8
SRC0882.yuv,SRC0882.yuv,640,480,yuv420p,8
SRC0883.yuv,SRC0883.yuv,640,480,yuv420p,8
SRC0884.yuv,SRC0884.yuv,640,480,yuv420p,8
SRC0885.yuv,SRC0885.yuv,640,480,yuv420p,8
SRC0886.yuv,SRC0886.yuv,640,480,yuv420p,8
SRC0887.yuv,SRC0887.yuv,640,480,yuv420p,8
SRC0888.yuv,SRC0888.yuv,640,480,yuv420p,8
SRC0889.yuv,SRC0889.yuv,640,480,yuv420p,8
SRC0890.yuv,SRC0890.yuv,640,480,yuv420p,8
SRC0891.yuv,SRC0891.yuv,640,480,yuv420p,8
SRC0892.yuv,SRC0892.yuv,640,480,yuv420p,8
SRC0893.yuv,SRC0893.yuv,640,480,yuv420p,8
SRC0894.yuv,SRC0894.yuv,640,480,yuv420p,8
SRC0895.yuv,SRC0895.yuv,640,480,yuv420p,8
SRC0896.yuv,SRC0896.yuv,640,480,yuv420p,8
SRC0897.yuv,SRC0897.yuv,640,480,yuv420p,8
SRC0898.yuv,SRC0898.yuv,640,480,yuv420p,8
SRC0899.yuv,SRC0899.yuv,640,480,yuv420p,8
SRC0900.yuv,SRC0900.yuv,640,480,yuv420p,8
SRC0901.yuv,SRC0901.yuv,640,480,yuv420p,8
SRC0902.yuv,SRC0902.yuv,640,480,yuv420p,8
SRC0903.yuv,SRC0903.yuv,640,480,yuv420p,8
SRC0904.yuv,SRC0904.yuv,640,480,yuv420p,8
SRC0905.yuv,SRC0905.yuv,640,480,yuv420p,8
SRC0906.yuv,SRC0906.yuv,640,480,yuv420p,8
SRC0907.yuv,SRC0907.yuv,640,480,yuv420p,8
SRC0908.yuv,SRC0908.yuv,640,480,yuv420p,8
SRC0909.yuv,SRC0909.yuv,640,480,yuv420p,8
SRC0910.yuv,SRC0910.yuv,640,480,yuv420p,8
SRC0911.yuv,SRC0911.yuv,640,480,yuv420p,8
SRC0912.yuv,SRC0912.yuv,640,480,yuv420p,8
SRC0913.yuv,SRC0913.yuv,640,480,yuv420p,8
SRC0914.yuv,SRC0914.yuv,640,480,yuv420p,8
SRC0915.yuv,SRC0915.yuv,640,480,yuv420p,8
SRC0916.yuv,SRC0916.yuv,640,480,yuv420p,8
SRC0917.yuv,SRC0917.yuv,640,480,yuv420p,8
SRC0918.yuv,SRC0918.yuv,640,480,yuv420p,8
SRC0919.yuv,SRC0919.yuv,640,480,yuv420p,8
SRC0920.yuv,SRC0920.yuv,640,480,yuv420p,8
SRC0921.yuv,SRC0921.yuv,640,480,yuv420p,8
SRC0922.yuv,SRC0922.yuv,640,480,yuv420p,8
SRC0923.yuv,SRC0923.yuv,640,480,yuv420p,8
SRC0924.yuv,SRC0924.yuv,640,480,yuv420p,8
SRC0925.yuv,SRC0925.yuv,640,480,yuv420p,8
SRC0926.yuv,SRC0926.yuv,640,480,yuv420p,8
SRC0927.yuv,SRC0927.yuv,640,480,yuv420p,8
SRC0928.yuv,SRC0928.yuv,640,480,yuv420p,8
SRC0929.yuv,SRC0929.yuv,640,480,yuv420p,8
SRC0930.yuv,SRC0930.yuv,640,480,yuv420p,8
SRC0931.yuv,SRC0931.yuv,640,480,yuv420p,8
SRC0932.yuv,SRC0932.yuv,640,480,yuv420p,8
SRC0933.yuv,SRC0933.yuv,640,480,yuv420p,8
SRC0934.yuv,SRC0934.yuv,640,480,yuv420p,8
SRC0935.yuv,SRC0935.yuv,640,480,yuv420p,8
SRC0936.yuv,SRC0936.yuv,640,480,yuv420p,8
SRC0937.yuv,SRC0937.yuv,640,480,yuv420p,8
SRC0938.yuv,SRC0938.yuv,640,480,yuv420p,8
SRC0939.yuv,SRC0939.yuv,640,480,yuv420p,8
SRC0940.yuv,SRC0940.yuv,640,480,yuv420p,8
SRC0941.yuv,SRC0941.yuv,640,480,yuv420p,8
SRC0942.yuv,SRC0942.yuv,640,480,yuv420p,8
SRC0943.yuv,SRC0943.yuv,640,480,yuv420p,8
SRC0944.yuv,SRC0944.yuv,640,480,yuv420p,8
SRC0945.yuv,SRC0945.yuv,640,480,yuv420p,8
SRC0946.yuv,SRC0946.yuv,640,480,yuv420p,8
SRC0947.yuv,SRC0947.yuv,640,480,yuv420p,8
SRC0948.yuv,SRC0948.yuv,640,480,yuv420p,8
SRC0949.yuv,SRC0949.yuv,640,480,yuv420p,8
SRC0950.yuv,SRC0950.yuv,640,480,yuv420p,8
SRC0951.yuv,SRC0951.yuv,640,480,yuv420p,8
SRC0952.yuv,SRC0952.yuv,640,480,yuv420p,8
SRC0953.yuv,SRC0953.yuv,640,480,yuv420p,8
SRC0954.yuv,SRC0954.yuv,640,480,yuv420p,8
SRC0955.yuv,SRC0955.yuv,640,480,yuv420p,8
SRC0956.yuv,SRC0956.yuv,640,480,yuv420p,8
SRC0957.yuv,SRC0957.yuv,640,480,yuv420p,8
SRC0958.yuv,SRC0958.yuv,640,480,yuv420p,8
SRC0959.yuv,SRC0959.yuv,640,480,yuv420p,8
SRC0960.yuv,SRC0960.yuv,640,480,yuv420p,8
SRC0961.yuv,SRC0961.yuv,640,480,yuv420p,8
SRC0962.yuv,SRC0962.yuv,640,480,yuv420p,8
SRC0963.yuv,SRC0963.yuv,640,480,yuv420p,8
SRC0964.yuv,SRC0964.yuv,640,480,yuv420p,8
SRC0965.yuv,SRC0965.yuv,640,480,yuv420p,8
SRC0966.yuv,SRC0966.yuv,640,480,yuv420p,8
SRC0967.yuv,SRC0967.yuv,640,480,yuv420p,8
SRC0968.yuv,SRC0968.yuv,640,480,yuv420p,8
SRC0969.yuv,SRC0969.yuv,640,480,yuv420p,8
SRC0970.yuv,SRC0970.yuv,640,480,yuv420p,8
SRC0971.yuv,SRC0971.yuv,640,480,yuv420p,8
SRC0972.yuv,SRC0972.yuv,640,480,yuv420p,8
SRC0973.yuv,SRC0973.yuv,640,480,yuv420p,8
SRC0974.yuv,SRC0974.yuv,640,480,yuv420p,8
SRC0975.yuv,SRC0975.yuv,640,480,yuv420p,8
SRC0976.yuv,SRC0976.yuv,640,480,yuv420p,8
SRC0977.yuv,SRC0977.yuv,640,480,yuv420p,8
SRC0978.yuv,SRC0978.yuv,640,480,yuv420p,8
SRC0979.yuv,SRC0979.yuv,640,480,yuv420p,8
SRC0980.yuv,SRC0980.yuv,640,480,yuv420p,8
SRC0981.yuv,SRC0981.yuv,640,480,yuv420p,8
SRC0982.yuv,SRC0982.yuv,640,480,yuv420p,8
SRC0983.yuv,SRC0983.yuv,640,480,yuv420p,8
SRC0984.yuv,SRC0984.yuv,640,480,yuv420p,8
SRC0985.yuv,SRC0985.yuv,640,480,yuv420p,8
SRC0986.yuv,SRC0986.yuv,640,480,yuv420p,8
SRC0987.yuv,SRC0987.yuv,640,480,yuv420p,8
SRC0988.yuv,SRC0988.yuv,640,480,yuv420p,8
SRC0989.yuv,SRC0989.yuv,640,480,yuv420p,8
SRC0990.yuv,SRC0990.yuv,640,480,yuv420p,8
SRC0991.yuv,SRC0991.yuv,640,480,yuv420p,8
SRC0992.yuv,SRC0992.yuv,640,480,yuv420p,8
SRC0993.yuv,SRC0993.yuv,640,480,yuv420p,8
SRC0994.yuv,SRC0994.yuv,640,480,yuv420p,8
SRC0995.yuv,SRC0995.yuv,640,480,yuv420p,8
SRC0996.yuv,SRC0996.yuv,640,480,yuv420p,8
SRC0997.yuv,SRC0997.yuv,640,480,yuv420p,8
SRC0998.yuv,SRC0998.yuv,640,480,yuv420p,8
SRC0999.yuv,SRC0999.yuv,640,480,yuv420p,8
SRC1000.yuv,SRC1000.yuv,640,480,yuv420p,8
SRC1001.yuv,SRC1001.yuv,640,480,yuv420p,8
SRC1002.yuv,SRC1002.yuv,640,480,yuv420p,8
SRC1003.yuv,SRC1003.yuv,640,480,yuv420p,8
SRC1004.yuv,SRC1004.yuv,640,480,yuv420p,8
SRC1005.yuv,SRC1005.yuv,640,480,yuv420p,8
SRC1006.yuv,SRC1006.yuv,640,480,yuv420p,8
SRC1007.yuv,SRC1007.yuv,640,480,yuv420p,8
SRC1008.yuv,SRC1008.yuv,640,480,yuv420p,8
0965.yuv,0965.yuv,2040,1312,yuv420p,8
0992.yuv,0992.yuv,2040,1360,yuv420p,8
0919.yuv,0919.yuv,2040,1360,yuv420p,8
0921.yuv,0921.yuv,2040,1360,yuv420p,8
0916.yuv,0916.yuv,2040,1368,yuv420p,8
0904.yuv,0904.yuv,2040,1536,yuv420p,8
0907.yuv,0907.yuv,1504,2040,yuv420p,8
0954.yuv,0954.yuv,2040,1360,yuv420p,8
0911.yuv,0911.yuv,2040,1320,yuv420p,8
0960.yuv,0960.yuv,1536,2040,yuv420p,8
0981.yuv,0981.yuv,1944,2040,yuv420p,8
0975.yuv,0975.yuv,1360,2040,yuv420p,8
0908.yuv,0908.yuv,2040,1360,yuv420p,8
0931.yuv,0931.yuv,2040,1360,yuv420p,8
0953.yuv,0953.yuv,2040,1368,yuv420p,8
0912.yuv,0912.yuv,2040,1080,yuv420p,8
0946.yuv,0946.yuv,2040,1360,yuv420p,8
0976.yuv,0976.yuv,2040,1360,yuv420p,8
0928.yuv,0928.yuv,1360,2040,yuv420p,8
0943.yuv,0943.yuv,2040,1360,yuv420p,8
0973.yuv,0973.yuv,2040,1360,yuv420p,8
0940.yuv,0940.yuv,2040,1320,yuv420p,8
0995.yuv,0995.yuv,2040,1368,yuv420p,8
0983.yuv,0983.yuv,1360,2040,yuv420p,8
0972.yuv,0972.yuv,1360,2040,yuv420p,8
0914.yuv,0914.yuv,2040,1152,yuv420p,8
0951.yuv,0951.yuv,2040,1360,yuv420p,8
0993.yuv,0993.yuv,2040,1000,yuv420p,8
0917.yuv,0917.yuv,2040,1360,yuv420p,8
0930.yuv,0930.yuv,2040,1360,yuv420p,8
0971.yuv,0971.yuv,2040,1360,yuv420p,8
0949.yuv,0949.yuv,2040,1360,yuv420p,8
0947.yuv,0947.yuv,2040,1048,yuv420p,8
0961.yuv,0961.yuv,2040,1360,yuv420p,8
0901.yuv,0901.yuv,2040,1360,yuv420p,8
0938.yuv,0938.yuv,2040,1360,yuv420p,8
0942.yuv,0942.yuv,2040,1360,yuv420p,8
0910.yuv,0910.yuv,2040,1360,yuv420p,8
0978.yuv,0978.yuv,2040,1272,yuv420p,8
0986.yuv,0986.yuv,2040,1536,yuv420p,8
0933.yuv,0933.yuv,2040,1360,yuv420p,8
0927.yuv,0927.yuv,2040,1024,yuv420p,8
0988.yuv,0988.yuv,2040,1360,yuv420p,8
0998.yuv,0998.yuv,2040,1360,yuv420p,8
0997.yuv,0997.yuv,2040,1152,yuv420p,8
0990.yuv,0990.yuv,2040,1360,yuv420p,8
0962.yuv,0962.yuv,2040,1320,yuv420p,8
0982.yuv,0982.yuv,2040,1272,yuv420p,8
0952.yuv,0952.yuv,2040,1360,yuv420p,8
0968.yuv,0968.yuv,2040,1272,yuv420p,8
0937.yuv,0937.yuv,2040,1360,yuv420p,8
0984.yuv,0984.yuv,2040,1152,yuv420p,8
0964.yuv,0964.yuv,2040,1152,yuv420p,8
0989.yuv,0989.yuv,2040,1360,yuv420p,8
0980.yuv,0980.yuv,2040,1360,yuv420p,8
0944.yuv,0944.yuv,2040,1384,yuv420p,8
0963.yuv,0963.yuv,2040,1360,yuv420p,8
0945.yuv,0945.yuv,2040,1536,yuv420p,8
0994.yuv,0994.yuv,2040,1360,yuv420p,8
0939.yuv,0939.yuv,2040,1360,yuv420p,8
0991.yuv,0991.yuv,2040,1624,yuv420p,8
0922.yuv,0922.yuv,2040,1360,yuv420p,8
0902.yuv,0902.yuv,2040,1360,yuv420p,8
0918.yuv,0918.yuv,2040,1360,yuv420p,8
0924.yuv,0924.yuv,1360,2040,yuv420p,8
0935.yuv,0935.yuv,2040,1360,yuv420p,8
0979.yuv,0979.yuv,2040,1368,yuv420p,8
0987.yuv,0987.yuv,2040,1360,yuv420p,8
0923.yuv,0923.yuv,2040,1632,yuv420p,8
0915.yuv,0915.yuv,2040,1360,yuv420p,8
0913.yuv,0913.yuv,2040,1360,yuv420p,8
0966.yuv,0966.yuv,2040,1360,yuv420p,8
0926.yuv,0926.yuv,2040,928,yuv420p,8
0957.yuv,0957.yuv,2040,1416,yuv420p,8
0950.yuv,0950.yuv,2040,1360,yuv420p,8
0956.yuv,0956.yuv,2040,1360,yuv420p,8
0959.yuv,0959.yuv,2040,1336,yuv420p,8
0929.yuv,0929.yuv,2040,1360,yuv420p,8
0977.yuv,0977.yuv,2040,1360,yuv420p,8
1000.yuv,1000.yuv,2040,1368,yuv420p,8
0909.yuv,0909.yuv,2040,1368,yuv420p,8
0934.yuv,0934.yuv,1360,2040,yuv420p,8
0996.yuv,0996.yuv,1416,2040,yuv420p,8
0920.yuv,0920.yuv,2040,1368,yuv420p,8
0906.yuv,0906.yuv,2040,1360,yuv420p,8
0925.yuv,0925.yuv,2040,1440,yuv420p,8
0932.yuv,0932.yuv,2040,1360,yuv420p,8
0999.yuv,0999.yuv,2040,1360,yuv420p,8
0985.yuv,0985.yuv,2040,1360,yuv420p,8
0969.yuv,0969.yuv,2040,1032,yuv420p,8
0970.yuv,0970.yuv,2040,1504,yuv420p,8
0974.yuv,0974.yuv,2040,1152,yuv420p,8
0936.yuv,0936.yuv,2040,1456,yuv420p,8
0955.yuv,0955.yuv,1360,2040,yuv420p,8
0948.yuv,0948.yuv,1536,2040,yuv420p,8
0941.yuv,0941.yuv,2040,1536,yuv420p,8
0903.yuv,0903.yuv,2040,1536,yuv420p,8
0905.yuv,0905.yuv,2040,1360,yuv420p,8
0967.yuv,0967.yuv,2040,1320,yuv420p,8
0958.yuv,0958.yuv,1360,2040,yuv420p,8
0149.yuv,0149.yuv,2040,1752,yuv420p,8
0608.yuv,0608.yuv,1360,2040,yuv420p,8
0379.yuv,0379.yuv,2040,1368,yuv420p,8
0179.yuv,0179.yuv,2040,1360,yuv420p,8
0065.yuv,0065.yuv,2040,1192,yuv420p,8
0358.yuv,0358.yuv,2040,1360,yuv420p,8
0178.yuv,0178.yuv,2040,1360,yuv420p,8
0094.yuv,0094.yuv,2040,1272,yuv420p,8
0088.yuv,0088.yuv,2040,1360,yuv420p,8
0638.yuv,0638.yuv,2040,1360,yuv420p,8
0597.yuv,0597.yuv,1360,2040,yuv420p,8
0221.yuv,0221.yuv,2040,1360,yuv420p,8
0233.yuv,0233.yuv,2040,1368,yuv420p,8
0686.yuv,0686.yuv,2040,1360,yuv420p,8
0026.yuv,0026.yuv,2040,1536,yuv420p,8
0198.yuv,0198.yuv,2040,1360,yuv420p,8
0671.yuv,0671.yuv,2040,1360,yuv420p,8
0765.yuv,0765.yuv,2040,1360,yuv420p,8
0725.yuv,0725.yuv,2040,1360,yuv420p,8
0173.yuv,0173.yuv,2040,1360,yuv420p,8
0262.yuv,0262.yuv,2040,1360,yuv420p,8
0140.yuv,0140.yuv,2040,1360,yuv420p,8
0659.yuv,0659.yuv,2040,1360,yuv420p,8
0714.yuv,0714.yuv,2040,1528,yuv420p,8
0219.yuv,0219.yuv,2040,1368,yuv420p,8
0292.yuv,0292.yuv,2040,1360,yuv420p,8
0290.yuv,0290.yuv,2040,1360,yuv420p,8
0385.yuv,0385.yuv,1440,2040,yuv420p,8
0520.yuv,0520.yuv,2040,1360,yuv420p,8
0552.yuv,0552.yuv,2040,1360,yuv420p,8
0637.yuv,0637.yuv,2040,1536,yuv420p,8
0062.yuv,0062.yuv,2040,1432,yuv420p,8
0133.yuv,0133.yuv,2040,1360,yuv420p,8
0377.yuv,0377.yuv,2040,1360,yuv420p,8
0165.yuv,0165.yuv,2040,1360,yuv420p,8
0449.yuv,0449.yuv,1368,2040,yuv420p,8
0084.yuv,0084.yuv,2040,1368,yuv420p,8
0699.yuv,0699.yuv,1576,2040,yuv420p,8
0174.yuv,0174.yuv,2040,1312,yuv420p,8
0744.yuv,0744.yuv,2040,1584,yuv420p,8
0745.yuv,0745.yuv,2040,1144,yuv420p,8
0127.yuv,0127.yuv,2040,1360,yuv420p,8
0415.yuv,0415.yuv,1360,2040,yuv420p,8
0710.yuv,0710.yuv,2040,936,yuv420p,8
0311.yuv,0311.yuv,2040,1192,yuv420p,8
0041.yuv,0041.yuv,2040,1360,yuv420p,8
0004.yuv,0004.yuv,2040,1344,yuv420p,8
0620.yuv,0620.yuv,2040,1360,yuv420p,8
0448.yuv,0448.yuv,2040,1536,yuv420p,8
0236.yuv,0236.yuv,2040,1360,yuv420p,8
0548.yuv,0548.yuv,2040,1360,yuv420p,8
0298.yuv,0298.yuv,2040,1224,yuv420p,8
0603.yuv,0603.yuv,1360,2040,yuv420p,8
0711.yuv,0711.yuv,2040,1536,yuv420p,8
0006.yuv,0006.yuv,1360,2040,yuv420p,8
0280.yuv,0280.yuv,2040,1152,yuv420p,8
0406.yuv,0406.yuv,1360,2040,yuv420p,8
0518.yuv,0518.yuv,2040,960,yuv420p,8
0670.yuv,0670.yuv,1360,2040,yuv420p,8
0027.yuv,0027.yuv,2040,1552,yuv420p,8
0039.yuv,0039.yuv,2040,1360,yuv420p,8
0018.yuv,0018.yuv,2040,1368,yuv420p,8
0180.yuv,0180.yuv,2040,1360,yuv420p,8
0718.yuv,0718.yuv,2040,1360,yuv420p,8
0788.yuv,0788.yuv,2040,1360,yuv420p,8
0729.yuv,0729.yuv,2040,1360,yuv420p,8
0646.yuv,0646.yuv,2040,1480,yuv420p,8
0168.yuv,0168.yuv,2040,1360,yuv420p,8
0771.yuv,0771.yuv,2040,1360,yuv420p,8
0602.yuv,0602.yuv,2040,1360,yuv420p,8
0489.yuv,0489.yuv,2040,1536,yuv420p,8
0087.yuv,0087.yuv,2040,1360,yuv420p,8
0234.yuv,0234.yuv,2040,1360,yuv420p,8
0544.yuv,0544.yuv,2040,1360,yuv420p,8
0404.yuv,0404.yuv,2040,1632,yuv420p,8
0649.yuv,0649.yuv,2040,1536,yuv420p,8
0209.yuv,0209.yuv,2040,1360,yuv420p,8
0370.yuv,0370.yuv,2040,1360,yuv420p,8
0141.yuv,0141.yuv,2040,1360,yuv420p,8
0767.yuv,0767.yuv,2040,1576,yuv420p,8
0272.yuv,0272.yuv,2040,1192,yuv420p,8
0504.yuv,0504.yuv,2040,1360,yuv420p,8
0493.yuv,0493.yuv,2040,1360,yuv420p,8
0556.yuv,0556.yuv,2040,1360,yuv420p,8
0284.yuv,0284.yuv,2040,1360,yuv420p,8
0326.yuv,0326.yuv,2040,1360,yuv420p,8
0122.yuv,0122.yuv,2040,960,yuv420p,8
0230.yuv,0230.yuv,2040,1392,yuv420p,8
0455.yuv,0455.yuv,2040,1128,yuv420p,8
0578.yuv,0578.yuv,2040,1248,yuv420p,8
0644.yuv,0644.yuv,2040,1360,yuv420p,8
0155.yuv,0155.yuv,2040,2040,yuv420p,8
0159.yuv,0159.yuv,2040,1360,yuv420p,8
0540.yuv,0540.yuv,2040,1360,yuv420p,8
0249.yuv,0249.yuv,2040,1360,yuv420p,8
0349.yuv,0349.yuv,2040,1392,yuv420p,8
0569.yuv,0569.yuv,2040,1360,yuv420p,8
0443.yuv,0443.yuv,2040,1360,yuv420p,8
0759.yuv,0759.yuv,2040,1360,yuv420p,8
0375.yuv,0375.yuv,1360,2040,yuv420p,8
0441.yuv,0441.yuv,2040,1192,yuv420p,8
0507.yuv,0507.yuv,2040,1360,yuv420p,8
0397.yuv,0397.yuv,2040,1264,yuv420p,8
0425.yuv,0425.yuv,2040,1360,yuv420p,8
0704.yuv,0704.yuv,2040,1360,yuv420p,8
0297.yuv,0297.yuv,2040,1344,yuv420p,8
0495.yuv,0495.yuv,2040,1360,yuv420p,8
0531.yuv,0531.yuv,2040,1536,yuv420p,8
0555.yuv,0555.yuv,2040,1360,yuv420p,8
0405.yuv,0405.yuv,2040,1360,yuv420p,8
0238.yuv,0238.yuv,1296,2040,yuv420p,8
0609.yuv,0609.yuv,2040,1360,yuv420p,8
0708.yuv,0708.yuv,2040,1360,yuv420p,8
0492.yuv,0492.yuv,2040,1360,yuv420p,8
0737.yuv,0737.yuv,2040,1360,yuv420p,8
0527.yuv,0527.yuv,2040,1048,yuv420p,8
0732.yuv,0732.yuv,2040,1536,yuv420p,8
0077.yuv,0077.yuv,2040,1360,yuv420p,8
0776.yuv,0776.yuv,2040,1536,yuv420p,8
0764.yuv,0764.yuv,2040,1344,yuv420p,8
0244.yuv,0244.yuv,2040,1536,yuv420p,8
0650.yuv,0650.yuv,2040,1456,yuv420p,8
0629.yuv,0629.yuv,2040,1464,yuv420p,8
0154.yuv,0154.yuv,2040,1360,yuv420p,8
0526.yuv,0526.yuv,2040,1360,yuv420p,8
0677.yuv,0677.yuv,2040,1384,yuv420p,8
0487.yuv,0487.yuv,2040,1360,yuv420p,8
0363.yuv,0363.yuv,2040,1360,yuv420p,8
0534.yuv,0534.yuv,2040,1224,yuv420p,8
0082.yuv,0082.yuv,2040,1216,yuv420p,8
0481.yuv,0481.yuv,2040,1368,yuv420p,8
0730.yuv,0730.yuv,2040,1360,yuv420p,8
0047.yuv,0047.yuv,2040,1360,yuv420p,8
0057.yuv,0057.yuv,2040,1360,yuv420p,8
0607.yuv,0607.yuv,2040,1360,yuv420p,8
0576.yuv,0576.yuv,2040,1360,yuv420p,8
0568.yuv,0568.yuv,1824,2040,yuv420p,8
0501.yuv,0501.yuv,2040,1360,yuv420p,8
0302.yuv,0302.yuv,2040,1360,yuv420p,8
0447.yuv,0447.yuv,2040,1696,yuv420p,8
0604.yuv,0604.yuv,2040,1360,yuv420p,8
0032.yuv,0032.yuv,2040,1360,yuv420p,8
0683.yuv,0683.yuv,2040,1360,yuv420p,8
0124.yuv,0124.yuv,1360,2040,yuv420p,8
0347.yuv,0347.yuv,2040,1800,yuv420p,8
0350.yuv,0350.yuv,1120,2040,yuv420p,8
0505.yuv,0505.yuv,2040,1144,yuv420p,8
0002.yuv,0002.yuv,2040,1848,yuv420p,8
0794.yuv,0794.yuv,2040,1272,yuv420p,8
0437.yuv,0437.yuv,2040,648,yuv420p,8
0396.yuv,0396.yuv,2040,1360,yuv420p,8
0013.yuv,0013.yuv,2040,1368,yuv420p,8
0128.yuv,0128.yuv,2040,1288,yuv420p,8
0430.yuv,0430.yuv,2040,1368,yuv420p,8
0185.yuv,0185.yuv,2040,1152,yuv420p,8
0473.yuv,0473.yuv,2040,1360,yuv420p,8
0685.yuv,0685.yuv,2040,1080,yuv420p,8
0739.yuv,0739.yuv,2040,1360,yuv420p,8
0743.yuv,0743.yuv,2040,1360,yuv420p,8
0651.yuv,0651.yuv,2040,1224,yuv420p,8
0460.yuv,0460.yuv,1944,2040,yuv420p,8
0014.yuv,0014.yuv,1360,2040,yuv420p,8
0596.yuv,0596.yuv,2040,1360,yuv420p,8
0563.yuv,0563.yuv,2040,1360,yuv420p,8
0314.yuv,0314.yuv,2040,1360,yuv420p,8
0369.yuv,0369.yuv,2040,1360,yuv420p,8
0074.yuv,0074.yuv,2040,1360,yuv420p,8
0522.yuv,0522.yuv,1360,2040,yuv420p,8
0206.yuv,0206.yuv,2040,1360,yuv420p,8
0398.yuv,0398.yuv,2040,1360,yuv420p,8
0424.yuv,0424.yuv,2040,1360,yuv420p,8
0307.yuv,0307.yuv,2040,1360,yuv420p,8
0445.yuv,0445.yuv,2040,1360,yuv420p,8
0268.yuv,0268.yuv,2040,1360,yuv420p,8
0371.yuv,0371.yuv,2040,1360,yuv420p,8
0570.yuv,0570.yuv,2040,1360,yuv420p,8
0610.yuv,0610.yuv,2040,1440,yuv420p,8
0442.yuv,0442.yuv,2040,1360,yuv420p,8
0475.yuv,0475.yuv,2040,1360,yuv420p,8
0095.yuv,0095.yuv,2040,1360,yuv420p,8
0416.yuv,0416.yuv,2040,1360,yuv420p,8
0336.yuv,0336.yuv,2040,1360,yuv420p,8
0273.yuv,0273.yuv,2040,1360,yuv420p,8
0660.yuv,0660.yuv,2040,1360,yuv420p,8
0207.yuv,0207.yuv,2040,1360,yuv420p,8
0378.yuv,0378.yuv,2040,1536,yuv420p,8
0228.yuv,0228.yuv,2040,1360,yuv420p,8
0265.yuv,0265.yuv,2040,1360,yuv420p,8
0658.yuv,0658.yuv,2040,1360,yuv420p,8
0728.yuv,0728.yuv,2040,1368,yuv420p,8
0360.yuv,0360.yuv,2040,2008,yuv420p,8
0457.yuv,0457.yuv,1168,2040,yuv420p,8
0106.yuv,0106.yuv,2040,1152,yuv420p,8
0186.yuv,0186.yuv,2040,1360,yuv420p,8
0352.yuv,0352.yuv,2040,888,yuv420p,8
0196.yuv,0196.yuv,2040,1360,yuv420p,8
0251.yuv,0251.yuv,2040,1360,yuv420p,8
0775.yuv,0775.yuv,2040,1360,yuv420p,8
0224.yuv,0224.yuv,2040,1360,yuv420p,8
0717.yuv,0717.yuv,2040,1360,yuv420p,8
0285.yuv,0285.yuv,1240,2040,yuv420p,8
0499.yuv,0499.yuv,2040,1360,yuv420p,8
0736.yuv,0736.yuv,2040,1456,yuv420p,8
0605.yuv,0605.yuv,2040,1432,yuv420p,8
0033.yuv,0033.yuv,2040,1360,yuv420p,8
0210.yuv,0210.yuv,2040,1360,yuv420p,8
0361.yuv,0361.yuv,1536,2040,yuv420p,8
0402.yuv,0402.yuv,2040,1360,yuv420p,8
0076.yuv,0076.yuv,2040,1576,yuv420p,8
0176.yuv,0176.yuv,2040,1648,yuv420p,8
0471.yuv,0471.yuv,2040,1360,yuv420p,8
0156.yuv,0156.yuv,2040,1360,yuv420p,8
0669.yuv,0669.yuv,2040,1536,yuv420p,8
0427.yuv,0427.yuv,2040,1360,yuv420p,8
0134.yuv,0134.yuv,1776,2040,yuv420p,8
0217.yuv,0217.yuv,2040,2040,yuv420p,8
0490.yuv,0490.yuv,2040,1360,yuv420p,8
0162.yuv,0162.yuv,1368,2040,yuv420p,8
0103.yuv,0103.yuv,2040,1144,yuv420p,8
0058.yuv,0058.yuv,2040,1360,yuv420p,8
0111.yuv,0111.yuv,2040,1360,yuv420p,8
0043.yuv,0043.yuv,2040,1360,yuv420p,8
0253.yuv,0253.yuv,2040,1360,yuv420p,8
0324.yuv,0324.yuv,1360,2040,yuv420p,8
0123.yuv,0123.yuv,2040,1536,yuv420p,8
0121.yuv,0121.yuv,2040,1360,yuv420p,8
0114.yuv,0114.yuv,1368,2040,yuv420p,8
0204.yuv,0204.yuv,2040,1264,yuv420p,8
0237.yuv,0237.yuv,2040,1144,yuv420p,8
0508.yuv,0508.yuv,1368,2040,yuv420p,8
0365.yuv,0365.yuv,2040,1216,yuv420p,8
0423.yuv,0423.yuv,2040,1360,yuv420p,8
0308.yuv,0308.yuv,2040,1360,yuv420p,8
0452.yuv,0452.yuv,2040,1432,yuv420p,8
0567.yuv,0567.yuv,2040,1360,yuv420p,8
0050.yuv,0050.yuv,2040,1360,yuv420p,8
0793.yuv,0793.yuv,2040,1488,yuv420p,8
0145.yuv,0145.yuv,2040,736,yuv420p,8
0408.yuv,0408.yuv,2040,1464,yuv420p,8
0483.yuv,0483.yuv,2040,1360,yuv420p,8
0614.yuv,0614.yuv,1360,2040,yuv420p,8
0738.yuv,0738.yuv,2040,1360,yuv420p,8
